"pathway","pval","padj","ES","NES","nMoreExtreme","size","leadingEdge"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",0.0107327414866835,0.0421251499910644,0.38892775101889,1.43512686632168,80,167,"LAMC1;COL1A1;COL5A2;DST;WIPF1;OXTR;TGFBI;TIMP3;LOX;CADM1;GJA1;FAS;BDNF;THBS2;COL1A2;VEGFA;QSOX1;GREM1;COL6A3;TGFBR3;COL11A1;LAMC2;PDGFRB;VCAN;PLAUR;PLOD2;LAMA2;TNFRSF11B;LAMA1;ITGA5;NT5E;MYLK;SGCB;CXCL12;ITGAV;ITGB5;CD44;ELN;SPOCK1;WNT5A;MMP2;RGS4;EDIL3;COL5A3;ITGB1;MATN2;SFRP1;FBLN5;MXRA5;COL16A1;IGFBP4;POSTN;FN1;IL32;ECM2;HTRA1;ACTA2;TGM2;TNC;BGN;LRP1;COL8A2;GEM"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING",0.0109525389976767,0.0421251499910644,-0.392732251873703,-1.50383916550391,32,94,"CFL1;CDK4;ARHGDIA;RALB;PFN1;RIPK1;ECSIT;PIK3R3;PDK1;AKT1;AP2M1;PIN1;CDKN1B;MAPK10;MYD88;CAB39L;PRKAR2A;AKT1S1;PPP1CA;ACTR2;YWHAB;CALR;RAC1;TSC2"
"HALLMARK_IL2_STAT5_SIGNALING",0.0138925995191023,0.0496164268539369,0.388880855488795,1.42492014418813,103,156,"ITIH5;RABGAP1L;SPRY4;COCH;PTCH1;COL6A1;MYO1C;GUCY1B1;MUC1;CSF1;SCN9A;SERPINB6;RORA;ENPP1;AHR;TNFSF11;CDCP1;IRF6;SPRED2;MAP3K8;ABCB1;POU2F1;NT5E;RGS16;PRKCH;SYT11;ALCAM;ITGAV;FLT3LG;FURIN;TNFRSF8;MAPKAPK2;ETV4;CD44;TIAM1;ADAM19;SLC39A8;ENO3;CD79B;P4HA1;BATF3;PNP;UCK2;RRAGD;PRNP;TNFRSF1B;IGF2R"
"HALLMARK_MTORC1_SIGNALING",0.0193780982424516,0.0645936608081719,-0.313444382353095,-1.32065692795102,42,197,"TM7SF2;QDPR;TOMM40;PPP1R15A;TCEA1;WARS1;NUPR1;PIK3R3;HMGCS1;PDK1;SHMT2;RRM2;TXNRD1;PSME3;SQLE;UNG;MCM2;STIP1;CYB5B;SERPINH1;HMBS;ALDOA;ACLY;TMEM97;IDI1;FADS2;CCT6A;HMGCR;ACTR2;MCM4;ASNS;EBP;CFP;EGLN3;INSIG1;CALR;PHGDH;HSPA9;CYP51A1;STARD4;M6PR;PDAP1;PLK1;EDEM1;ETF1;GBE1;EIF2S2;ARPC5L;NFKBIB;PSPH;PSMG1;ACTR3;LDLR;CORO1A;RRP9;PNO1;SLC1A4;UBE2D3;CDC25A;HK2;PSMC6;LGMN;NFIL3;GOT1;DHCR7;IDH1;ATP2A2;PSMD13;RDH11"
"HALLMARK_NOTCH_SIGNALING",0.0209892613081679,0.0655914415880247,0.551481101807571,1.57025421393993,128,31,"CCND1;PRKCA;LFNG;NOTCH3;HEYL;SAP30;FZD5;JAG1;WNT5A;FZD7;KAT2A;DTX1;PSENEN;ARRB1;NOTCH2;TCF7L2;NOTCH1"
"HALLMARK_HEDGEHOG_SIGNALING",0.0294500488122356,0.0840214399536433,0.535099732287826,1.52361088485,180,31,"DPYSL2;PTCH1;HEY2;L1CAM;GLI1;VEGFA;NRCAM;VLDLR;TLE1"
"HALLMARK_HYPOXIA",0.0302477183833116,0.0840214399536433,0.359774076833317,1.34072114891965,231,180,"ETS1;CDKN1A;EFNA1;SELENBP1;STC1;PAM;TGFBI;PRKCA;SRPX;HAS1;LOX;CA12;BCAN;UGP2;RORA;VEGFA;PPFIA4;STC2;SIAH2;EFNA3;PLAUR;ACKR3;LARGE1;HK1;PYGM;PGK1;SAP30;GPC4;VLDLR;AMPD3;ANXA2;GLRX;GPC3;IER3;ENO3;P4HA1;TPST2;PGM1;FAM162A;SLC2A1;RRAGD;LDHA;NEDD4L;RBPJ;MAP3K1;ANKZF1;SLC6A6;AK4;TGM2;PGF;GAA;IDS;BGN;ATP7A;B3GALT6;TPBG;GCNT2;DTNA;HSPA5;CSRP2;AKAP12;SDC2;ERRFI1;FOSL2;CHST3"
"HALLMARK_ANGIOGENESIS",0.033592586463677,0.0884015433254657,0.547535158508002,1.51144674938581,202,27,"COL5A2;STC1;APP;VEGFA;VCAN;ITGAV;JAG1"
"HALLMARK_MYOGENESIS",0.0398289227479284,0.0995723068698209,0.362067799409614,1.32588967461043,297,155,"COL1A1;TNNT2;CDKN1A;ACSL1;PDE4DIP;SPHK1;MYO1C;CLU;APP;KCNH2;PLXNB2;SPTAN1;FABP3;PPFIA4;STC2;COL6A3;MB;MEF2C;MEF2D;LAMA2;LARGE1;CKMT2;CRYAB;PYGM;CACNA1H;MYLK;TPM3;SORBS1;DES;ITGB5;VIPR1;ABLIM1;ENO3;PKIA;SPEG;FDPS;HSPB8;ITGB1;FHL1;PVALB;RIT1;PRNP"
"HALLMARK_APICAL_SURFACE",0.0434081006938841,0.100187306703838,0.496233173705123,1.44918061999656,268,35,"CRYBG1;GHRL;SRPX;APP;AFAP1L2;PLAUR;PCSK9;AKAP7;SHROOM2"
"HALLMARK_WNT_BETA_CATENIN_SIGNALING",0.0440824149496886,0.100187306703838,0.488602676483462,1.44463856678887,275,37,"TP53;PTCH1;HEY2;HDAC2;ADAM17;JAG1;TCF7;NCSTN;RBPJ;MYC;KAT2A;FRAT1;NKD1;FZD8;NCOR2;CSNK1E;HDAC5;NOTCH1;AXIN2;LEF1"
"HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.0507351967147967,0.106861433244127,0.352327936743287,1.296720014027,382,162,"CCND1;CDKN1A;EFNA1;IER5;SPHK1;DRAM1;NR4A2;G0S2;DUSP5;CSF1;EGR1;VEGFA;IFIH1;TGIF1;B4GALT5;PLAUR;ATP2B1;ACKR3;PDE4B;MAP3K8;REL;BTG2;SOCS3;ICOSLG;FOSL1;JAG1;CD44;IER3;MCL1;F2RL1;CXCL3;IL23A;MSC;PLPP3;TNFAIP6;MYC;BCL6;CEBPD;LIF;TNC;ZC3H12A;GEM;TLR2;IRF1;RIGI;PLK2"
"HALLMARK_G2M_CHECKPOINT",0.0512934879571811,0.106861433244127,-0.294597009098165,-1.23994262919166,114,193,"ATF5;CDK4;KIF22;MT2A;ODC1;EWSR1;HMGN2;CCNA2;CDC20;TROAP;RPA2;JPT1;ILF3;SQLE;MCM2;CDKN1B;TNPO2;POLA2;PURA;TACC3;YTHDC1;HIRA;CCNB2;HMGA1;DTYMK;MCM5;ORC5;CHAF1A;KPNB1;CDC7;NCL;ORC6;PRMT5;PLK1;MCM3;HMGB3;MCM6;CHMP1A;DKC1;GINS2;MYBL2;UPF1;MEIS2;SS18;LMNB1;TRA2B;DBF4;ABL1;POLQ;CDC25A;NOLC1;SRSF1;DR1;MAD2L1;CUL5;CTCF"
"HALLMARK_MITOTIC_SPINDLE",0.0546061929847103,0.109212385969421,0.338627072511105,1.27407782226186,424,197,"SORBS2;CENPF;RASAL2;FLNB;DST;ARHGEF11;CENPE;CDC42BPA;SPTBN1;PIF1;TOP2A;ARHGEF3;SPTAN1;WASL;CEP192;CDC27;TUBA4A;PXN;MYH10;TBCD;ARFGEF1;DOCK2;ROCK1;SHROOM1;ALMS1;TIAM1;DLGAP5;SHROOM2;ARHGEF2;SMC4;NCK1;CEP250;MID1;NEK2;ABR;ARL8A;BCAR1;CENPJ;KIF20B;RHOF;CD2AP;RABGAP1;PCGF5;CDK1;LRPPRC;NIN;RAPGEF6;ANLN;ARHGAP4;APC;NCK2;TRIO;STK38L;NOTCH2;CLIP2;KIF3B;TSC1;CDK5RAP2;BRCA2;FGD6;NF1;RASA2;FBXO5;ABI1;KIF11;BIRC5;GSN"
"HALLMARK_GLYCOLYSIS",0.0640975736343584,0.120952487518449,0.338559758129468,1.26438140710254,493,184,"CYB5A;TFF3;STC1;ARTN;PAM;TGFBI;COG2;B4GALT4;ELF3;UGP2;SLC16A3;SPAG4;VEGFA;PPFIA4;STC2;QSOX1;EFNA3;PYGL;MET;VCAN;MDH2;PLOD2;CACNA1H;PGK1;NT5E;HS6ST2;HAX1;SAP30;GPC4;VLDLR;BPNT1;GLRX;GPC3;CD44;IER3;P4HA1;ALDH9A1;FAM162A;NDUFV3;RRAGD;LDHA;SDHC;ANKZF1;AK4;ABCB6;STMN1;B3GAT1;B3GALT6;CDK1;TPBG;HSPA5"
"HALLMARK_COAGULATION",0.0653143432599626,0.120952487518449,0.392654209548783,1.32716872103754,453,83,"DUSP6;S100A13;TIMP3;CLU;CD9;C3;C1S;CSRP1;MASP2;CRIP2;MSRB2;APOA1;C1R;KLK8;CTSB;KLKB1;PROS1;MMP9;CTSK;FURIN;MMP2;MMP15;FYN;FN1;HTRA1;SERPING1;LRP1;GNG12"
"HALLMARK_INFLAMMATORY_RESPONSE",0.0840336134453782,0.150060024009604,0.354221083585831,1.26241326523766,609,124,"CDKN1A;RNF144B;SPHK1;CD82;SCN1B;CSF1;PDPN;AHR;TAPBP;MET;PLAUR;ATP2B1;PDE4B;HAS2;BTG2;ITGA5;RGS16;ICOSLG;FZD5;GPC3;SEMA4D;CD55;P2RX7;TNFRSF1B;NPFFR2;LCP2;TNFAIP6;MYC;NMUR1;LIF;SRI;CX3CL1;SCARF1;TLR2;TPBG;TLR3;IRF1"
"HALLMARK_PANCREAS_BETA_CELLS",0.153577951187116,0.264789571012269,0.466994090777548,1.26947948097335,924,25,"FOXO1;FOXA2;SRP9;AKT3;PCSK1;SYT13;PAK3;ABCC8;MAFB;PCSK2;DCX;PKLR"
"HALLMARK_PEROXISOME",0.163819095477387,0.273031825795645,0.349031923266726,1.19293031765373,1140,91,"CRABP2;CRABP1;ACSL1;HSD11B2;CADM1;TOP2A;ECI2;CLN8;ABCB1;SEMA3C;NR1I2;ALDH9A1;PEX11B;FDPS;GNPAT;HSD17B4;ABCC8"
"HALLMARK_XENOBIOTIC_METABOLISM",0.173414820473644,0.279701323344587,-0.278148672774632,-1.13020461672053,453,144,"TKFC;MT2A;GSS;GSTO1;PYCR1;ENTPD5;SHMT2;EPHX1;PEMT;TTPA;AKR1C2;PTS;UGDH;DCXR;HMOX1;DHRS1;TMEM97;HACL1;ASL;ALDH2;ECH1;ARG2;PGD;FAH;PC;PTGES3;ESR1;CDO1;PMM1;UPP1;PSMB10;DDAH2"
"HALLMARK_APOPTOSIS",0.195201744820065,0.301271055988037,0.319943416466905,1.14936911729478,1431,131,"CCND1;CDKN1A;BMF;TIMP3;CLU;APP;ERBB2;FAS;TOP2A;SPTAN1;TGFBR3;PDGFRB;RNASEL;GSTM1;SATB1;DAP3;BTG2;RARA;WEE1;ROCK1;CCNA1;PEA15;CD44;IER3;MCL1;F2R"
"HALLMARK_ESTROGEN_RESPONSE_LATE",0.198838896952104,0.301271055988037,0.307121236937414,1.13611997115645,1506,170,"CCND1;FLNB;CDH1;TFF3;IGSF1;GAL;HSPA4L;ASS1;CD9;ANXA9;CA12;ST14;TOP2A;ATP2B4;DNAJC1;SIAH2;LAMC2;AFF1;PRKAR2B;OPN3;LARGE1;ARL3;CELSR2;CCNA1;CXCL12;TJP3;CD44;TIAM1;OLFM1;ADD3;FGFR3;CHST8;PKP3;SCNN1A;ETFB;HSPB8"
"HALLMARK_FATTY_ACID_METABOLISM",0.242242990654206,0.356239692138538,-0.27150278758413,-1.08737198123701,647,130,"ACAT2;ODC1;HMGCS1;ACSL4;EPHX1;PCBD1;IDH3B;NCAPH2;NTHL1;PTS;UGDH;ACADM;ALDH3A2;GSTZ1;ACAA1;ALDOA;FASN;HCCS;IDI1;SERINC1;CRAT;NSDHL;ECH1;ECHS1"
"HALLMARK_UNFOLDED_PROTEIN_RESPONSE",0.263617318435754,0.369924424856498,-0.274949009239297,-1.07864984819901,754,111,"ATP6V0D1;IMP3;EIF4G1;YIF1A;EIF4A1;EIF4EBP1;EDC4;EXOSC4;PARN;KHSRP;EXOSC9;NFYB;LSM4;ASNS;CALR;CXXC1;ARFGAP1;IFIT1;TATDN2;HSPA9;EDEM1;EEF2;DKC1;TSPYL2;RRP9;EXOSC10;SLC1A4;DCTN1;NOLC1;NHP2;HERPUD1;FUS;PSAT1;XPOT;EXOSC5"
"HALLMARK_UV_RESPONSE_UP",0.271885846509834,0.369924424856498,-0.2633059091835,-1.07205382439416,704,146,"HTR7;GPX3;EIF5;GRINA;NAT1;BSG;AP2S1;EPHX1;RHOB;PSMC3;LHX2;STIP1;HMOX1;CYB5B;ACAA1;ALDOA;MRPL23;ASNS;CLTB;RAB27A;PRKACA;PDAP1;HYAL2;WIZ;CDO1;FEN1;CHRNA5;MARK2;ENO2"
"HALLMARK_INTERFERON_GAMMA_RESPONSE",0.274676375404531,0.369924424856498,0.300350904124137,1.0931867177005,2036,147,"PNPT1;CDKN1A;HERC6;TRIM25;ADAR;FAS;C1S;IFIH1;RNF213;USP18;TAPBP;C1R;PLA2G4A;PDE4B;LGALS3BP;SOCS3;ARID5B;TOR1B;MARCHF1;BANK1;IFI30;TDRD7;VAMP8;PNP;EIF4E3;PARP12;SAMHD1;IRF2;APOL6;HLA-DRB1;IFNAR2;ST3GAL5;LCP2;TNFAIP6;TMT1B;SERPING1;SRI;IL18BP"
"HALLMARK_COMPLEMENT",0.286120899972892,0.369924424856498,0.299314076182698,1.08631437491961,2110,145,"DUSP6;CR2;S100A13;KLK1;HSPA1A;CLU;CD46;SCG3;CDA;C3;DUSP5;C1S;CSRP1;PRCP;PLAUR;PCSK9;C1R;PLA2G4A;CTSB;KLKB1;APOBEC3G"
"HALLMARK_INTERFERON_ALPHA_RESPONSE",0.288541051388069,0.369924424856498,0.33302159822877,1.10209883461611,1953,73,"PNPT1;HERC6;PROCR;TRIM25;ADAR;CSF1;C1S;IFIH1;USP18;LGALS3BP;CD47;IFI30;TDRD7;PARP12;TRIM5;IRF2"
"HALLMARK_APICAL_JUNCTION",0.334964295160011,0.418705368950013,0.286036766870565,1.0563567618324,2532,168,"CLDN4;CLDN7;CDH1;SYK;DSC3;TGFBI;CADM2;SHC1;PPP2R2C;KCNH2;LIMA1;CDH3;MPZL1;NFASC;WASL;LAMC2;VCAN;LAYN;TNFRSF11B;MYH10;AKT3;CADM3;MMP9;ITGA9;ITGA10;SHROOM2;SPEG;MMP2;HADH;ITGB1;MPZL2;TIAL1;COL16A1;CLDN19;AMIGO2;RAC2;CDH8;RHOF;MAP3K20;COL9A1"
"HALLMARK_PROTEIN_SECRETION",0.538296349319971,0.632228218966847,0.279856310415098,0.959976918780369,3759,93,"DST;USO1;BNIP3;ANP32E;PAM;CAV2;COG2;GOLGA4;VAMP4"
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY",0.541244176486709,0.632228218966847,-0.283033119944114,-0.948539450914075,1974,45,"GPX3;TXNRD1;GPX4;HMOX2;LAMTOR5;ERCC2;TXNRD2;NDUFA6;PTPA"
"HALLMARK_TGF_BETA_SIGNALING",0.543716268311488,0.632228218966847,0.303567654863223,0.952174436900892,3525,52,"CDH1;SKIL;SPTBN1;ARID4B;TGIF1;BMPR1A;ENG;FURIN"
"HALLMARK_IL6_JAK_STAT3_SIGNALING",0.655707481948072,0.745122138577355,0.28209876145892,0.88914832488999,4267,54,"CD9;CSF1;FAS;PLA2G2A;PDGFC;MAP3K8;SOCS3;HAX1;CD44;CXCL3;TNFRSF1B"
"HALLMARK_ANDROGEN_RESPONSE",0.671196552867086,0.745773947630096,-0.238066146345941,-0.909771502434021,2024,93,"ADRM1;PA2G4;HMGCS1;AKT1;GNAI3;UBE2J1;CAMKK2;XRCC6;UBE2I;IDI1;HMGCR;DBI;CDK6;SGK1;INSIG1"
"HALLMARK_SPERMATOGENESIS",0.781711337250967,0.849686236142356,0.245504066880435,0.840724118034904,5453,92,"DPEP3;HSPA4L;SCG3;HSPA2;SCG5;BRAF;DDX25;PIAS2;CCNA1;STRBP;ACE;CFTR;NEK2;DCC"
"HALLMARK_ADIPOGENESIS",0.894263363754889,0.951344003994563,0.217789329023248,0.81160588889724,6858,180,"ITIH5;CMBL;MGST3;STOM;PPP1R15B;SPARCL1;MAP4K3;C3;ANGPT1;MDH2;MTARC2;NABP1;SULT1A1;PIM3;HIBCH;MYLK;DNAJC15;SORBS1;CD302;BAZ2A;MCCC1;DRAM2;PGM1;ETFB;HSPB8;HADH;SLC27A1;SDHC;RREB1;TOB1"
"HALLMARK_HEME_METABOLISM",0.952431429707168,0.976444677145817,0.207338906949707,0.765071751804216,7187,167,"MGST3;SELENBP1;TFDP2;C3;KDM7A;HDGF;DCAF10;TNS1;TSPAN5;CDC27;CTSB;MFHAS1;BTG2;ABCG2;IGSF3;TFRC;FBXO9;NFE2;MARK3;SLC30A1;FBXO34;VEZF1;SLC2A1;HTATIP2;FOXJ2;HEBP1;CPOX;DAAM1;ABCB6;GAPVD1;CAT;AQP3;LRP10;RAP1GAP;AGPAT4;H1-0;MXI1;BMP2K;ERMAP;ANK1;SLC25A37;ELL2;BPGM;CCND3;KEL"
"HALLMARK_ALLOGRAFT_REJECTION",0.9569157836029,0.976444677145817,0.209330175811236,0.738982492936426,6862,116,"ETS1;CD1D;CSF1;FAS;DYRK3;TAPBP;SIT1;TAP2;PRKCB;CD47;MMP9;ICOSLG;PRKCG;F2R;NCK1;TRAF2;ELF4;HDAC9;DEGS1;EIF3A;IFNAR2;LCP2"
"HALLMARK_BILE_ACID_METABOLISM",0.977491961414791,0.977491961414791,-0.191858959324228,-0.714241126880752,3039,78,"PEX16;PRDX5;PEX26;OPTN;IDI1;HACL1;FADS2;ABCA5;PXMP2;PFKM;RXRA;PAOX;GCLM"
