"pathway","pval","padj","ES","NES","nMoreExtreme","size","leadingEdge"
"HALLMARK_MYC_TARGETS_V1",0.116163016357083,0.396015549076774,0.288256706660296,1.1713433095162,418,199,"MYC;CDC20;TRIM28;PRPS2;UBE2L3;EIF4H;PSMD3;ERH;CBX3;RRP9;KPNA2;PSMD8;YWHAE;NPM1;TCP1;RRM1;GLO1;PTGES3;CCT7;CDK4;RPS2;DDX21;PSMA4;G3BP1;SF3A1;U2AF1;XPOT;XRCC6;RAD23B;PA2G4;HNRNPA1;NCBP2;SRPK1;SNRPA1;IARS1;VDAC1;PABPC1;TUFM;RANBP1;MCM4;EIF2S2;DHX15;PRDX3;POLD2;NCBP1;EIF4A1;PRPF31;PHB2;RPLP0;PSMD14;MCM7;AP3S1;GNL3;FBL;HSP90AB1;CSTF2;HSPD1"
"HALLMARK_PANCREAS_BETA_CELLS",0.118804664723032,0.396015549076774,-0.48462032548515,-1.33260601240278,651,25,"CHGA;FOXA2;SRP9;STXBP1;SRP14;PAK3;SRPRB;PCSK2;MAFB"
"HALLMARK_P53_PATHWAY",0.129986431478969,0.406207598371778,0.290089170790938,1.1678853726979,478,181,"FOS;CTSF;FGF13;JUN;PLK2;RAD51C;SOCS1;FDXR;EPHX1;AEN;S100A4;NUPR1;SLC7A11;STOM;TNNI1;SFN;HMOX1;CGRRF1;PLK3;RPL36;PPP1R15A;RXRA;VAMP8;PIDD1;RCHY1;RHBDF2;POM121;TGFA;MKNK2;IER3;ZMAT3;PITPNC1;NUDT15;TNFSF9;EPS8L2;GM2A;SLC3A2;IP6K2;DDB2;MDM2;SAT1;CDH13;SEC61A1;RGS16;PRMT2;CCP110;AK1;NDRG1;ZFP36L1;DEF6;BAX;APAF1;TAP1;CD81;TPRKB;EPHA2;FBXW7;TRAFD1"
"HALLMARK_ANDROGEN_RESPONSE",0.185795035635291,0.546455987162621,0.315644880320577,1.15499175964001,755,93,"ADRM1;DBI;HMGCR;CAMKK2;SLC38A2;LIFR;TPD52;CDK6;SPCS3;SEC24D;IQGAP2;GNAI3;SGK1;B4GALT1;PMEPA1;IDI1;XRCC6;HERC3;PA2G4;MAF;HMGCS1;LMAN1;SAT1;ELOVL5;MERTK;SORD;NDRG1;TNFAIP8;UBE2I;HOMER2;DHCR24"
"HALLMARK_ALLOGRAFT_REJECTION",0.259593679458239,0.612301149787368,0.28783093297003,1.0921539540794,1034,116,"EIF5A;IL11;RPS3A;SOCS1;CAPG;TPD52;IL2RB;RPL9;HLA-DRA;RPL39;JAK2;ACHE;PRKCB;UBE2D1;NPM1;IL16;AARS1;TGFB2;ITGB2;CD74;EIF4G3;CD3D;FLNA;DYRK3;ABI1;MRPL3;WARS1"
"HALLMARK_PEROXISOME",0.299207286220273,0.612301149787368,-0.31017069913095,-1.08396202901683,1773,92,"CRABP1;CRABP2;CADM1;GNPAT;SLC27A2;PEX5;CLN8;HSD11B2;PEX13;SLC35B2;EPHX2;DHRS3"
"HALLMARK_OXIDATIVE_PHOSPHORYLATION",0.301798279906177,0.612301149787368,-0.274087073071839,-1.06573457777385,1929,199,"COX17;ETFB;NDUFA3;FH;CYB5A;NDUFS4;LDHA;HADHA;NDUFB1;COX5B;ATP5PD;NDUFB4;NDUFS2;COX7A2;MDH1;GPI;NDUFB5;COX4I1;SURF1;OXA1L;UQCR11;OPA1;TIMM9;NDUFS6;NDUFS8;NDUFS7;NDUFA2;TCIRG1;NDUFA8;ACAT1;COX6B1;TIMM10;CYC1;MGST3;NDUFA1;ATP5F1E;UQCRB;NDUFA6;NDUFB8;MTX2;RETSAT;ATP6V1D;PDHA1;ATP5MC2;ATP5MG;COX7B;ATP6V1G1;NQO2;NDUFV2;UQCR10"
"HALLMARK_IL2_STAT5_SIGNALING",0.30591054313099,0.612301149787368,-0.282691745703426,-1.06834212194488,1914,158,"ALCAM;GSTO1;CSF1;COL6A1;ENO3;RABGAP1L;SOCS2;RORA;P4HA1;GUCY1B1;PRNP;BATF3;PLPP1;ITIH5;IKZF4;XBP1;NFKBIZ;HYCC2;TNFSF11;ITGAV;DENND5A;DHRS3;LCLAT1;TRAF1;MYO1C;IKZF2;ABCB1"
"HALLMARK_TGF_BETA_SIGNALING",0.319454082812861,0.612301149787368,0.326343154411798,1.07565159628742,1380,52,"RAB31;THBS1;CDKN1C;HIPK2;BMPR2;HDAC1;PPP1R15A;XIAP;KLF10;PMEPA1;ID1;SERPINE1;PPP1CA;ACVR1;CTNNB1;TJP1;LTBP2;SMAD3"
"HALLMARK_INTERFERON_GAMMA_RESPONSE",0.320149132760577,0.612301149787368,-0.284092283667854,-1.06151324579461,1974,146,"ADAR;TMT1B;IDO1;C1S;LGALS3BP;IFIH1;BST2;PARP12;MARCHF1;LCP2;TNFAIP2;C1R;SERPING1;BTG1;NFKBIA;ICAM1;MX1;PML;PSMB2;PLA2G4A;IFIT1;ISG15;TAPBP;SRI;APOL6;IFI35;HLA-G;FAS;HLA-B;BATF2"
"HALLMARK_E2F_TARGETS",0.323748963229195,0.612301149787368,0.257852335409257,1.04813070936271,1170,198,"MYC;CDC25B;DCTPP1;CDC20;PHF5A;UBE2T;POLD1;RAD51C;KIF22;ZW10;DONSON;HMGB3;JPT1;UBE2S;KPNA2;PLK1;RFC2;TFRC;CDK4;RBBP7;PAN2;MYBL2;LMNB1;SNRPB;RFC3;DNMT1;SSRP1;PRPS1;DLGAP5;XRCC6;CDKN3;PA2G4;RPA3;TBRG4;RAD50;GINS4;HMGA1;RANBP1;MCM4;AURKB;DCLRE1B;POLD2;BUB1B;RFC1;CCP110;RPA2;MCM7"
"HALLMARK_INTERFERON_ALPHA_RESPONSE",0.330461750516885,0.612301149787368,-0.320286676503888,-1.07170583315266,1917,70,"CSF1;ADAR;C1S;IFITM1;LGALS3BP;IFIH1;BST2;PARP12"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING",0.330543933054393,0.612301149787368,0.288878410011567,1.0580730467873,1342,94,"RIPK1;ARHGDIA;PRKAR2A;PRKAG1;CAMK4;SFN;PRKCB;TBK1;AKT1S1;PTEN;CFL1;CDK4;TSC2;CALR;MKNK2;ADCY2;DUSP3;PPP1CA;AP2M1;STAT2"
"HALLMARK_FATTY_ACID_METABOLISM",0.337538619979403,0.612301149787368,0.27174245830149,1.04662563497856,1310,131,"CBR1;ACSL4;CYP1A1;GABARAPL1;CRYZ;EPHX1;ALDH1A1;BLVRA;SUCLA2;HCCS;ECHS1;NCAPH2;PPARA;PRDX6;NSDHL;UBE2L6;ACOT8;NTHL1;PCBD1;EHHADH;FASN;IDH1;IDI1;D2HGDH;ACAT2;AOC3;ALDH3A2"
"HALLMARK_MTORC1_SIGNALING",0.342888643880926,0.612301149787368,0.255745927079841,1.03902231330453,1243,197,"SLC7A5;DHFR;STIP1;HMGCR;FDXR;CTH;TOMM40;TXNRD1;EDEM1;NUPR1;SLC7A11;PPA1;RRP9;PSAT1;PPP1R15A;TBK1;PLK1;LDLR;HMBS;SERPINH1;PDAP1;PSME3;TFRC;FADS2;RPN1;LGMN;IDH1;PSMA4;CYB5B;VLDLR;CALR;IDI1;ITGB2;PRDX1;SLC1A5;PNO1;HMGCS1;SHMT2;MCM4;EIF2S2;WARS1;NFIL3;MAP2K3;ELOVL5;PSMD14;ASNS;PSMD12;SLC1A4;SORD;ARPC5L;RRM2;PSMD13;HSPD1;STARD4;YKT6"
"HALLMARK_UV_RESPONSE_DN",0.406362153344209,0.700624402317601,-0.274655821700601,-1.0202996309575,2490,140,"HAS2;CDC42BPA;NR3C1;PIK3R3;COL5A2;LAMC1;COL1A1;CELF2;PIAS3;SCHIP1;ARHGEF9;BMPR1A;MGMT;NIPBL;IGFBP5;DYRK1A;ERBB2;SYNE1;ATRX;CDK13;TGFBR3;SRI;EFEMP1;ADD3;PDGFRB;SYNJ2"
"HALLMARK_KRAS_SIGNALING_UP",0.446818923327896,0.744698205546493,-0.269837748609449,-1.00240130946411,2738,140,"TOR1AIP2;TPH1;F13A1;RABGAP1L;TRIB2;AVL9;GALNT3;RBP4;SCG3;SDCCAG8;CPE;SATB1;PLAUR;TRAF1;ALDH1A3;TSPAN7;ABCB1;SPARCL1;GLRX;TMEM100;TMEM158;NAP1L2;USH1C;GPNMB;ETV1;INHBA;BMP2;USP12;ANO1;ST6GAL1;ADAM17;SCG5;CMKLR1;TMEM176A;MAFB;ETV4;GABRA3;CD37;ADAM8;G0S2"
"HALLMARK_CHOLESTEROL_HOMEOSTASIS",0.480879044817442,0.775611362608778,-0.293917551858892,-0.97931318878178,2778,68,"S100A11;ALCAM;GUSB;NIBAN1;CLU;SC5D"
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY",0.51443509888611,0.803804842009548,0.299057498531306,0.960696863324591,2262,46,"TXNRD2;SELENOS;GPX3;LAMTOR5;TXNRD1"
"HALLMARK_KRAS_SIGNALING_DN",0.558170589217159,0.845713013965393,-0.264926361220972,-0.951084842755123,3343,110,"YPEL1;CAMK1D;PDE6B;COQ8A;HSD11B2;TEX15;PLAG1;EFHD1;MX1;ZNF112;FGFR3;KLK7;SPHK2;CELSR2;MSH5;NR4A2;DCC;THNSL2;UPK3B;GRID2;SOX10;SPTBN2;CPEB3;MFSD6;HTR1D;SELENOP;SNCB;KLK8;RYR2;BARD1;MACROH2A2;SYNPO;ZC2HC1C;BMPR1B;NR6A1"
"HALLMARK_COAGULATION",0.59548080190282,0.875707061621795,-0.268725516762388,-0.927821757499386,3504,85,"MASP2;C1S;MSRB2;PROS1;C1R;CLU;SERPING1;CTSB;APOA1;CRIP2"
"HALLMARK_G2M_CHECKPOINT",0.617727771679473,0.88246824525639,0.232579052771642,0.942798138920805,2250,193,"TROAP;MYC;CDC25B;MT2A;SLC7A5;CHAF1A;CDC20;TPX2;HIRA;KIF22;HMGB3;JPT1;POLQ;PURA;UBE2S;KPNA2;CDC6;ATF5;PLK1;DR1;GINS2;STIL;CDK4;PRMT5;MYBL2;LMNB1;CENPA;G3BP1"
"HALLMARK_APICAL_SURFACE",0.66305525460455,0.920910075839653,-0.298122113966895,-0.872248797030369,3671,34,"SCUBE1;PLAUR;LYN;GHRL;AFAP1L2;CRYBG1;SRPX;APP;HSPB1"
"HALLMARK_MITOTIC_SPINDLE",0.730153749607782,0.936139582431972,-0.231378168149383,-0.898007183954751,4653,197,"SORBS2;CENPF;CDC42BPA;NEK2;TBCD;CEP192;DYNC1H1;CLIP1;RABGAP1;TRIO;BCR;FBXO5;NUSAP1;ARHGEF11;SPTBN1;UXT;WASL;CDK5RAP2;KIF20B;ARL8A;RAPGEF5;SMC4;RANBP9;CEP250;NF1;NCK1;ARHGEF3;CENPE;BRCA2;KIF4A;RAPGEF6;CDC27;PCNT;TSC1;SYNPO;ABR;TLK1;ARHGEF12;TUBA4A;ARFGEF1;KIF3B;PAFAH1B1;ALMS1"
"HALLMARK_INFLAMMATORY_RESPONSE",0.777579617834395,0.936139582431972,0.227177423976315,0.870206149737391,3051,126,"ADM;MYC;ADRM1;AXL;SELENOS;CD70;IL2RB;OSMR;MMP14;CALCRL;SLC7A2;GNAI3;PTGER4;LDLR;KLF6;IRAK2;PDE4B;SLC31A1;SLC31A2;NMI;SERPINE1;GCH1;TNFSF9"
"HALLMARK_APICAL_JUNCTION",0.780329640637666,0.936139582431972,0.221006603125149,0.882412949474729,2887,170,"NECTIN2;ARHGEF6;CAP1;MYL9;EPB41L2;CNTN1;CERCAM;ITGA3;ACTN4;NECTIN1;ICAM5;SLC30A3;CLDN6;ITGB1;RSU1;PTEN;CNN2;ACTC1;CALB2;ACTG2;LAYN;B4GALT1;MVD;SYMPK;ATP1A3;SLIT2;CD276;CDH3;ACTB;NECTIN4"
"HALLMARK_BILE_ACID_METABOLISM",0.791516027958544,0.936139582431972,0.235979565406834,0.843985889144091,3283,80,"PAOX;ABCA5;FDXR;PEX16;ALDH1A1;PEX26;PEX11A;RXRA;PEX7;PEX1;FADS2;SLC29A1;IDH1;TFCP2L1;NEDD4;IDI1;NR3C2;PIPOX;ABCD1;HACL1;PFKM;NR1I2;SERPINA6"
"HALLMARK_SPERMATOGENESIS",0.811633412242137,0.936139582431972,-0.236775763090005,-0.825914360233954,4799,91,"NEK2;COIL;RPL39L;SIRT1;SCG3;CLPB;GRM8;EZH2;MLLT10;DCC;MTOR;GMCL1;RFC4;SPATA6;IFT88;IP6K1;SLC12A2;OAZ3;HSPA4L;JAM3;LPIN1"
"HALLMARK_DNA_REPAIR",0.830680928776415,0.936139582431972,0.218779719596999,0.856094276226033,3183,146,"POLR2E;ADRM1;POLD1;BOLA2;POLR2C;PRIM1;UMPS;BCAM;RFC2;ELL;ALYREF;SDCBP;BRF2;RFC3;PDE4B;DDB1;POM121;ITPA;GTF3C5;SSRP1;RAD51;RRM2B;RPA3;NCBP2;PDE6G;BCAP31;POLA1;DDB2;USP11;MPG;SUPT4H1;SEC61A1;ERCC2;RPA2"
"HALLMARK_COMPLEMENT",0.850552306692658,0.936139582431972,-0.223823340282469,-0.834968472871134,5235,144,"PRCP;C1S;KLK1;CDA;LCP2;C1R;CLU;CR2;SERPING1;CTSB;AKAP10;SCG3;PLA2G4A;PLAUR;APOBEC3F;CPM;LYN;S100A13;LGALS3;GPD2;DYRK2;ME1;SRC;VCPIP1;CXCL1;CASP10;FYN;PPP2CB;BRPF3;RABIF;CSRP1;DGKH"
"HALLMARK_HEME_METABOLISM",0.86337670580768,0.936139582431972,-0.219223439378008,-0.835342629787367,5440,169,"SLC30A1;NR3C1;LPIN2;EIF2AK1;DCAF10;IGSF3;HTATIP2;CTSB;FBXO34;ARL2BP;E2F2;ABCB6;ERMAP;SELENBP1;ALAD;MARK3;PRDX2;SLC6A8;HDGF;GCLM;HEBP1;OPTN;TFDP2;YPEL5;BTRC"
"HALLMARK_HEDGEHOG_SIGNALING",0.863595302619693,0.936139582431972,-0.256737138489207,-0.738926246268021,4779,31,"NRP2;HEY2;PML;CELSR1;VEGFA;NF1;HEY1;LDB1;ADGRG1"
"HALLMARK_XENOBIOTIC_METABOLISM",0.875991581673952,0.936139582431972,-0.219647030567499,-0.822547573032683,5410,148,"GSTO1;ACSM1;LPIN2;CDA;PROS1;CYB5A;PAPSS2;COMT;CDO1;NQO1;MPP2;RBP4;BCAT1;ACP2;ABCC2;TNFRSF1A;CYFIP2;SLC35D1;GNMT;CYP27A1;NPC1;FAS;FBLN1;GCNT2"
"HALLMARK_WNT_BETA_CATENIN_SIGNALING",0.879971207486054,0.936139582431972,-0.245082455268496,-0.730042233502422,4889,37,"FZD8;PSEN2;HEY2;JAG1;KAT2A;AXIN2;HDAC2;HEY1;NCSTN;ADAM17;DLL1;HDAC5"
"HALLMARK_PROTEIN_SECRETION",0.951093634799705,0.967660343270099,0.202674589903883,0.741616594540225,3869,93,"SCRN1;CLTA;ZW10;TPD52;NAPA;RAB5A;ARFGAP3;SEC24D;DNM1L;TMED10;AP2B1;VPS4B;SNX2;ICA1;SCAMP1;AP2M1;TMX1;LMAN1;AP2S1;SSPN;AP3S1;STAM;SNAP23;YKT6;GALC;STX7;GBF1"
"HALLMARK_ADIPOGENESIS",0.96058255501029,0.967660343270099,-0.200950208130415,-0.771806143462525,6067,181,"ETFB;PDCD4;HADH;DNAJC15;ELMOD3;DRAM2;HSPB8;TOB1;ITIH5;EPHX2;UQCR11;SPARCL1;BCL2L13;MCCC1;CMPK1;GPD2;FZD4;PFKL;ME1;ELOVL6;NABP1;CYC1;ATL2;CD151;GPHN;PIM3;CCNG2;MGST3"
"HALLMARK_NOTCH_SIGNALING",0.967660343270099,0.967660343270099,-0.211426113018383,-0.608514626964575,5355,31,"PSEN2;JAG1;KAT2A;RBX1;WNT5A;PSENEN;NOTCH3;FZD5;DLL1"
